"Customer.Type","Type.of.Travel","Class","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"0","0","0",0,0,"1"
"0","0","0",7,0,"1"
"0","0","0",14,32,"0"
"0","1","2",0,3,"0"
"0","1","2",10,2,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,3,"1"
"0","1","1",0,0,"0"
"0","0","2",0,0,"1"
"1","0","2",54,58,"0"
"0","0","0",61,40,"1"
"1","0","0",0,0,"1"
"1","0","0",8,11,"1"
"0","0","0",1,2,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",5,0,"1"
"0","0","0",31,22,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",105,93,"0"
"0","0","0",13,0,"1"
"0","1","1",29,27,"0"
"0","1","2",0,0,"0"
"0","0","0",27,13,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",2,0,"0"
"0","1","2",2,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"0"
"1","0","0",0,0,"1"
"1","0","2",32,35,"0"
"0","1","2",95,88,"0"
"0","0","2",0,0,"1"
"0","1","2",39,36,"0"
"0","0","0",0,30,"0"
"0","1","2",0,0,"1"
"0","1","2",0,0,"0"
"0","1","1",0,0,"0"
"0","1","2",16,20,"0"
"0","0","0",16,0,"1"
"0","1","2",17,3,"0"
"0","0","0",4,0,"1"
"0","1","0",7,18,"0"
"1","0","0",5,9,"0"
"0","0","2",0,0,"0"
"0","1","1",0,0,"0"
"1","0","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"0"
"0","1","2",20,17,"0"
"0","1","2",0,0,"0"
"0","1","2",39,48,"0"
"0","0","2",34,33,"0"
"0","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",5,16,"0"
"0","0","0",128,115,"0"
"0","0","0",27,24,"1"
"0","1","2",51,43,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",1,0,"0"
"0","0","0",84,75,"1"
"0","1","2",0,10,"0"
"1","0","0",19,60,"0"
"0","1","2",0,4,"0"
"0","1","2",12,11,"0"
"0","0","0",41,20,"1"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",0,6,"0"
"0","1","2",0,0,"0"
"0","0","2",29,1,"1"
"0","0","0",0,0,"1"
"0","0","1",0,0,"1"
"0","1","1",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",17,5,"1"
"1","0","2",67,81,"1"
"0","0","0",0,0,"1"
"0","1","0",0,0,"0"
"0","0","2",0,0,"0"
"1","0","2",34,27,"0"
"0","0","0",0,0,"0"
"0","1","1",0,2,"0"
"0","0","0",0,0,"1"
"0","0","0",105,100,"0"
"0","1","0",0,0,"1"
"0","0","0",0,4,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",73,89,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",4,0,"1"
"0","0","0",48,49,"1"
"0","0","0",0,13,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","1",117,125,"1"
"0","1","2",0,6,"0"
"0","0","0",3,0,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","0","0",0,1,"0"
"0","1","2",0,0,"0"
"0","0","2",40,40,"1"
"0","1","2",0,0,"0"
"0","0","0",7,0,"1"
"0","1","0",72,66,"0"
"0","0","0",24,20,"1"
"1","0","0",0,2,"0"
"0","1","2",0,0,"0"
"0","0","0",0,15,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",26,19,"0"
"0","0","0",6,12,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",84,75,"0"
"0","1","2",1,24,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,14,"1"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"1","0","0",0,0,"0"
"0","0","2",48,30,"0"
"0","0","0",0,0,"1"
"0","0","0",15,18,"1"
"0","1","1",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",5,2,"0"
"0","0","0",40,46,"1"
"1","0","0",0,20,"0"
"0","0","0",1,0,"1"
"0","0","0",0,0,"1"
"1","0","2",21,46,"0"
"1","0","0",0,0,"1"
"1","0","2",0,0,"0"
"1","0","2",30,13,"0"
"0","0","2",0,0,"1"
"0","1","2",0,4,"0"
"1","0","2",0,0,"0"
"0","0","0",11,0,"1"
"0","0","0",0,5,"0"
"1","0","0",0,0,"0"
"0","1","2",7,18,"0"
"0","0","0",5,8,"1"
"0","1","2",8,14,"0"
"0","0","0",0,0,"1"
"0","0","0",0,14,"0"
"0","0","0",19,29,"1"
"1","0","2",9,0,"0"
"0","1","2",0,0,"1"
"0","0","0",8,5,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,1,"1"
"0","1","2",9,14,"0"
"0","0","0",0,0,"0"
"0","1","2",0,10,"0"
"1","0","0",7,18,"0"
"1","0","0",0,2,"1"
"0","0","0",27,9,"1"
"0","1","2",49,42,"0"
"0","0","0",0,0,"1"
"0","0","0",20,8,"0"
"0","0","0",18,19,"1"
"0","0","2",23,13,"1"
"1","0","2",0,0,"0"
"1","0","0",0,6,"0"
"1","0","0",4,0,"0"
"1","0","2",0,0,"0"
"1","0","1",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"0","0","0",106,119,"1"
"0","1","1",0,0,"0"
"0","1","2",0,54,"0"
"1","0","2",0,0,"0"
"1","0","0",0,0,"0"
"1","0","0",62,54,"0"
"1","0","2",0,10,"0"
"0","1","0",0,0,"0"
"0","0","0",15,8,"1"
"1","0","2",0,0,"0"
"0","0","0",28,24,"1"
"0","1","2",0,0,"0"
"0","1","2",0,4,"0"
"0","0","0",0,0,"1"
"0","1","2",1,5,"0"
"0","0","0",0,1,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",2,8,"0"
"0","1","2",0,10,"0"
"1","0","2",20,24,"0"
"0","0","0",1,0,"1"
"0","0","0",0,17,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",0,2,"0"
"0","0","0",15,15,"0"
"0","0","2",32,17,"0"
"0","0","2",42,32,"0"
"0","0","0",1,0,"1"
"0","0","0",2,0,"1"
"0","0","0",39,37,"1"
"1","0","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",5,0,"0"
"0","1","1",38,24,"0"
"0","1","2",0,6,"0"
"0","0","0",9,0,"1"
"0","0","0",12,31,"1"
"0","0","1",42,42,"0"
"0","0","2",0,0,"0"
"0","0","0",18,12,"1"
"0","1","2",7,5,"0"
"0","0","0",11,18,"1"
"0","1","2",0,0,"0"
"1","0","0",0,0,"1"
"1","0","0",190,186,"1"
"0","0","0",1,0,"1"
"1","0","0",0,13,"1"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",53,30,"0"
"0","0","0",2,2,"0"
"0","0","0",0,52,"1"
"0","0","0",0,0,"1"
"1","0","2",168,165,"0"
"0","0","0",16,6,"0"
"0","1","2",0,0,"0"
"0","0","0",2,0,"1"
"0","0","2",13,0,"0"
"0","0","0",0,0,"0"
"0","0","0",28,35,"1"
"0","0","1",3,0,"0"
"0","0","0",10,8,"1"
"0","0","0",0,0,"1"
"1","0","0",23,26,"0"
"0","1","2",48,75,"0"
"0","0","0",1,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",5,0,"0"
"0","0","2",44,32,"0"
"0","0","0",6,0,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",66,67,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"0","0","0",15,10,"0"
"0","0","0",211,211,"1"
"1","0","0",59,46,"0"
"0","1","2",32,44,"0"
"1","0","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",1,0,"0"
"0","0","0",6,0,"1"
"0","0","0",4,0,"1"
"0","0","0",77,67,"1"
"0","0","0",25,73,"1"
"0","0","0",0,1,"1"
"0","1","2",0,0,"1"
"0","0","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",5,0,"0"
"0","0","0",0,0,"0"
"0","0","1",89,92,"1"
"0","1","2",0,0,"1"
"1","0","2",0,32,"1"
"0","0","0",0,0,"1"
"0","0","0",5,10,"1"
"0","0","0",45,74,"1"
"0","0","2",0,0,"0"
"0","1","2",6,17,"0"
"0","0","0",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",0,22,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",16,18,"1"
"0","1","2",31,24,"0"
"0","1","2",0,0,"0"
"0","0","0",33,16,"1"
"0","0","0",0,4,"1"
"0","1","1",0,0,"1"
"0","0","0",1,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,4,"1"
"0","0","0",0,0,"1"
"0","1","2",2,0,"1"
"0","1","1",26,22,"0"
"1","0","2",0,0,"1"
"0","1","2",0,0,"1"
"0","0","1",0,6,"1"
"0","1","1",0,0,"0"
"0","0","2",2,0,"0"
"0","1","2",0,1,"0"
"0","0","0",29,28,"1"
"0","1","0",89,76,"0"
"0","0","2",5,0,"1"
"0","1","2",4,0,"0"
"1","0","0",25,6,"1"
"1","0","0",324,323,"0"
"0","0","0",0,0,"0"
"0","1","2",72,69,"0"
"0","0","2",3,7,"1"
"0","1","2",46,39,"0"
"1","0","0",11,4,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",0,0,"0"
"0","1","2",5,0,"1"
"0","0","0",60,79,"1"
"0","1","2",21,5,"1"
"0","1","2",0,0,"0"
"0","0","2",7,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",85,91,"1"
"0","1","2",1,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,2,"1"
"1","0","1",20,13,"0"
"0","0","0",14,15,"0"
"1","0","2",39,29,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",4,0,"0"
"1","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",5,12,"1"
"1","0","2",11,12,"0"
"0","0","0",30,18,"0"
"0","1","1",1,0,"0"
"0","0","0",0,0,"1"
"0","0","1",0,1,"1"
"1","0","2",0,1,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",48,48,"1"
"0","0","0",1,0,"1"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,3,"0"
"0","1","0",69,46,"0"
"0","0","0",0,0,"0"
"1","0","0",0,0,"0"
"1","0","2",0,0,"0"
"0","0","2",0,0,"1"
"0","1","1",0,0,"1"
"1","0","0",0,17,"0"
"0","1","2",0,0,"0"
"0","0","2",0,1,"0"
"0","1","2",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",14,19,"0"
"0","1","2",45,28,"0"
"0","0","1",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",35,47,"1"
"0","1","2",0,0,"0"
"0","0","0",23,15,"1"
"0","1","2",0,0,"0"
"0","0","1",4,21,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","0",2,0,"1"
"1","0","2",29,11,"0"
"0","1","2",0,0,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,7,"1"
"1","0","2",154,176,"0"
"0","0","2",0,0,"1"
"1","0","0",84,103,"0"
"0","0","0",0,0,"1"
"0","0","0",51,38,"1"
"0","1","0",0,0,"0"
"1","0","0",0,2,"1"
"0","0","0",0,0,"1"
"0","0","0",0,3,"0"
"0","1","2",54,45,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",33,32,"0"
"0","1","2",1,21,"0"
"0","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,6,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",2,7,"1"
"0","0","1",17,12,"1"
"0","1","1",27,19,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",106,104,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",6,0,"1"
"0","1","2",8,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","2",38,40,"0"
"0","0","2",2,0,"0"
"0","0","1",9,16,"1"
"1","0","2",6,0,"0"
"0","0","0",44,23,"0"
"0","1","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","1",0,14,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,11,"1"
"1","0","2",1,0,"0"
"0","0","0",9,1,"1"
"0","1","2",0,2,"0"
"0","0","0",8,5,"1"
"1","0","2",15,0,"0"
"0","1","2",0,0,"0"
"0","0","0",16,0,"0"
"0","1","2",1,0,"0"
"0","1","2",3,0,"0"
"0","0","0",2,5,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"0"
"0","0","1",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",8,11,"1"
"0","0","0",19,27,"0"
"0","0","2",0,0,"0"
"0","0","1",156,167,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",118,111,"0"
"0","1","0",3,0,"1"
"0","1","2",23,23,"0"
"0","0","1",11,21,"1"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,7,"1"
"0","0","0",26,7,"1"
"0","0","0",28,14,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","0","0",75,65,"0"
"1","0","2",0,0,"0"
"1","0","1",202,242,"1"
"0","0","0",0,0,"1"
"0","1","1",11,21,"0"
"0","1","2",0,0,"0"
"0","0","0",17,15,"1"
"1","0","2",0,0,"0"
"0","0","1",1,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",10,8,"0"
"0","0","0",8,0,"1"
"0","0","0",290,284,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","1",7,6,"0"
"1","0","2",28,18,"0"
"0","1","1",0,0,"0"
"0","1","2",11,10,"0"
"0","1","2",53,69,"0"
"0","0","2",0,0,"1"
"0","1","2",21,26,"0"
"0","0","0",189,165,"1"
"0","1","1",0,16,"0"
"0","0","0",0,1,"1"
"0","0","2",0,0,"0"
"0","0","0",72,67,"0"
"0","0","2",0,13,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",203,200,"1"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"1","0","2",22,19,"0"
"0","0","2",20,14,"1"
"0","1","2",24,27,"1"
"0","0","0",0,31,"1"
"0","0","2",0,0,"0"
"0","0","0",19,13,"1"
"1","0","0",0,0,"0"
"0","1","2",120,128,"0"
"0","0","0",0,22,"1"
"0","1","2",157,145,"0"
"0","0","0",87,80,"1"
"1","0","2",0,0,"0"
"0","0","0",5,12,"0"
"0","0","2",0,0,"0"
"0","1","2",1,1,"0"
"0","1","2",59,52,"0"
"1","0","2",113,94,"1"
"0","1","1",0,0,"0"
"0","0","0",10,0,"0"
"1","0","0",0,5,"1"
"1","0","2",119,108,"0"
"0","0","0",39,40,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"1","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","0",0,6,"0"
"1","0","2",0,0,"0"
"1","0","0",6,0,"1"
"0","1","2",18,12,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"1"
"1","0","0",1,0,"1"
"0","0","0",4,0,"1"
"0","0","0",0,0,"1"
"0","0","0",51,78,"1"
"0","1","2",0,0,"0"
"0","0","0",41,26,"1"
"0","0","2",0,0,"1"
"1","0","2",68,60,"0"
"0","1","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",20,10,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",1,0,"0"
"0","1","2",41,29,"0"
"0","1","2",19,1,"1"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",2,0,"0"
"0","1","2",0,0,"0"
"0","1","1",0,0,"1"
"0","1","2",10,7,"0"
"0","1","2",0,0,"1"
"1","0","0",0,0,"1"
"1","0","0",2,0,"0"
"0","0","0",0,0,"0"
"0","1","1",5,0,"0"
"0","0","0",0,0,"1"
"0","0","0",39,48,"1"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",23,19,"0"
"0","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",12,21,"0"
"0","1","1",0,13,"0"
"0","1","2",0,6,"0"
"0","0","0",142,139,"1"
"0","0","0",0,0,"1"
"0","0","0",36,19,"0"
"0","0","0",9,13,"1"
"0","0","0",0,9,"1"
"0","0","0",26,7,"1"
"1","0","2",32,35,"0"
"0","0","0",33,45,"1"
"0","0","2",0,0,"1"
"1","0","2",23,16,"0"
"0","1","0",29,28,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","2",4,0,"1"
"0","0","0",110,106,"1"
"0","1","2",0,0,"1"
"0","0","0",16,12,"1"
"0","0","0",71,67,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","1",11,0,"0"
"0","1","2",0,0,"0"
"0","0","0",11,0,"1"
"0","1","2",0,0,"0"
"1","0","2",0,3,"1"
"0","1","0",0,0,"1"
"1","0","2",12,34,"0"
"0","0","0",0,8,"1"
"0","1","2",0,0,"1"
"0","0","0",15,9,"0"
"0","1","0",18,19,"0"
"0","0","0",0,0,"0"
"1","0","2",16,3,"1"
"0","0","2",0,0,"1"
"0","1","0",0,0,"0"
"0","1","2",31,24,"0"
"0","1","2",165,174,"0"
"1","0","2",0,14,"0"
"0","0","0",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",15,6,"1"
"0","0","0",0,8,"0"
"0","1","1",3,4,"0"
"0","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",1,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","1","2",59,60,"0"
"0","0","0",8,27,"0"
"1","0","1",1,6,"0"
"0","1","2",9,0,"0"
"0","0","0",0,0,"1"
"0","1","2",29,14,"0"
"1","0","2",13,13,"1"
"0","1","0",0,16,"0"
"0","1","2",3,0,"1"
"1","0","0",22,8,"1"
"0","0","0",4,0,"1"
"0","0","0",0,0,"1"
"1","0","2",17,19,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","0","0",3,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",5,0,"1"
"0","1","2",0,0,"0"
"1","0","2",3,7,"0"
"1","0","1",56,44,"0"
"0","0","0",9,6,"1"
"0","0","0",21,10,"1"
"1","0","2",0,0,"0"
"1","0","0",0,0,"1"
"0","1","1",52,30,"0"
"0","0","0",0,0,"0"
"0","1","2",9,0,"0"
"0","0","0",0,0,"1"
"0","1","2",32,29,"0"
"1","0","0",0,0,"0"
"0","0","0",9,9,"0"
"1","0","0",1,0,"1"
"0","1","2",14,9,"0"
"0","1","2",113,132,"0"
"1","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","0","2",0,0,"1"
"0","1","2",299,313,"0"
"1","0","2",0,20,"0"
"0","0","2",0,0,"1"
"0","0","0",0,8,"1"
"0","0","0",0,0,"1"
"0","0","2",7,15,"0"
"1","0","2",0,0,"1"
"0","1","2",5,0,"0"
"0","0","0",60,55,"1"
"0","1","2",3,0,"0"
"0","0","0",14,15,"1"
"1","0","2",7,21,"0"
"0","0","0",0,0,"0"
"1","0","2",0,4,"0"
"0","1","2",46,30,"0"
"0","0","0",10,5,"0"
"1","0","0",0,0,"1"
"1","0","0",0,0,"1"
"1","0","2",7,0,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,15,"0"
"0","0","0",10,37,"1"
"0","1","0",6,4,"0"
"0","0","0",14,5,"1"
"1","0","2",9,4,"0"
"1","0","0",0,3,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",11,29,"0"
"0","0","0",0,0,"1"
"0","0","0",0,8,"0"
"0","1","2",0,3,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","1","2",8,0,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"1","0","2",2,4,"0"
"0","1","2",22,6,"0"
"0","0","0",0,0,"0"
"0","0","0",8,5,"1"
"1","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",52,38,"1"
"0","0","0",80,88,"1"
"0","0","0",0,0,"1"
"1","0","2",46,42,"0"
"1","0","0",2,5,"0"
"0","0","0",11,0,"0"
"1","0","0",0,0,"0"
"0","1","2",1,0,"0"
"0","1","2",1,4,"0"
"1","0","0",0,0,"0"
"1","0","2",0,0,"0"
"1","0","0",0,0,"0"
"0","1","2",20,30,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","0","1",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",34,29,"0"
"0","1","2",41,31,"0"
"0","0","0",0,0,"1"
"0","1","2",0,4,"0"
"1","0","2",0,0,"0"
"0","0","0",7,0,"1"
"0","0","0",0,0,"0"
"0","0","2",53,58,"1"
"0","0","0",0,0,"1"
"0","0","0",292,331,"0"
"0","1","2",0,0,"0"
"0","1","2",32,20,"0"
"1","0","2",9,13,"0"
"0","0","0",78,82,"1"
"1","0","2",105,125,"1"
"1","0","2",0,3,"0"
"0","1","0",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,8,"1"
"0","0","1",42,35,"1"
"0","0","0",0,0,"1"
"0","0","0",10,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",8,3,"0"
"0","0","0",2,0,"1"
"0","0","0",0,0,"1"
"0","0","0",2,0,"1"
"0","0","0",0,7,"1"
"0","0","2",0,7,"1"
"0","0","0",39,33,"1"
"0","1","1",42,39,"0"
"0","0","0",11,3,"1"
"0","0","0",0,0,"0"
"0","0","0",48,39,"1"
"1","0","0",37,36,"0"
"1","0","0",29,14,"1"
"0","0","0",37,30,"1"
"0","0","0",0,0,"1"
"0","0","0",3,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","2",6,0,"0"
"0","1","2",19,24,"0"
"1","0","0",5,0,"1"
"0","1","2",4,4,"0"
"0","0","0",17,19,"1"
"0","1","1",0,0,"0"
"0","0","0",7,24,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",5,2,"0"
"0","0","0",21,14,"1"
"1","0","0",0,0,"1"
"0","1","2",6,0,"0"
"0","0","0",19,13,"1"
"1","0","0",0,12,"0"
"0","0","0",27,9,"0"
"0","0","0",0,0,"1"
"0","0","0",0,6,"1"
"0","0","0",9,14,"1"
"0","0","1",0,15,"0"
"0","0","1",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",2,2,"1"
"1","0","0",0,0,"1"
"0","1","2",17,0,"0"
"1","0","2",5,0,"0"
"0","0","1",62,54,"1"
"0","0","0",4,10,"1"
"0","0","0",0,0,"1"
"0","1","2",25,55,"0"
"0","1","2",0,0,"0"
"0","0","0",43,31,"1"
"1","0","2",0,0,"0"
"0","0","0",25,5,"0"
"0","1","2",18,6,"0"
"0","1","2",0,0,"0"
"0","0","0",25,27,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",10,0,"0"
"0","1","2",21,32,"0"
"1","0","0",20,22,"1"
"0","0","0",0,0,"1"
"1","0","2",0,12,"0"
"0","0","0",72,76,"1"
"0","0","1",3,0,"1"
"0","0","1",258,288,"1"
"0","0","0",0,0,"1"
"0","1","2",1,3,"1"
"0","1","1",0,0,"0"
"0","0","2",8,12,"0"
"0","1","2",5,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",104,105,"0"
"0","0","0",0,0,"1"
"0","1","2",10,5,"0"
"0","0","0",0,0,"1"
"1","0","0",121,118,"1"
"0","0","0",40,25,"0"
"0","1","2",6,5,"1"
"1","0","2",0,0,"0"
"0","1","1",18,51,"0"
"1","0","2",0,0,"0"
"0","0","0",1,0,"1"
"0","1","2",0,0,"0"
"0","0","1",8,5,"1"
"1","0","0",3,32,"0"
"0","0","0",8,34,"1"
"0","1","2",2,0,"1"
"0","0","0",0,0,"1"
"0","0","2",2,0,"0"
"0","0","0",28,42,"0"
"0","0","2",0,13,"1"
"0","1","2",27,39,"0"
"1","0","2",0,0,"0"
"0","1","2",4,0,"0"
"1","0","2",33,19,"0"
"0","0","2",0,0,"1"
"0","0","0",58,69,"0"
"0","0","0",0,0,"1"
"0","0","1",0,36,"0"
"0","0","0",9,0,"1"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"1","0","2",18,8,"1"
"0","1","1",17,66,"0"
"1","0","2",14,15,"0"
"0","0","0",0,6,"0"
"0","1","2",0,0,"0"
"1","0","2",16,4,"0"
"0","0","1",14,8,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",24,15,"0"
"0","1","2",15,3,"0"
"0","0","0",0,0,"1"
"0","1","2",26,19,"0"
"0","1","1",0,0,"0"
"0","0","0",25,33,"1"
"0","0","1",43,42,"0"
"1","0","2",0,7,"1"
"0","0","0",0,2,"0"
"0","1","2",0,0,"1"
"1","0","0",2,0,"0"
"0","0","0",0,0,"1"
"0","0","0",15,21,"1"
"0","1","2",15,22,"0"
"0","1","2",0,0,"0"
"0","0","0",22,9,"1"
"0","1","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","0",12,38,"0"
"0","1","1",2,0,"0"
"0","1","2",71,58,"0"
"0","0","0",28,24,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,14,"0"
"0","1","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",0,0,"0"
"0","0","0",16,11,"0"
"0","1","2",10,14,"0"
"0","0","2",0,1,"1"
"0","1","2",0,31,"0"
"0","1","2",15,0,"0"
"0","0","0",0,0,"1"
"0","0","0",74,63,"0"
"0","0","0",56,49,"1"
"0","0","0",0,0,"0"
"1","0","0",0,0,"0"
"0","0","0",0,1,"1"
"0","1","2",45,51,"0"
